ID_NORMA,ID_ORDEN,NOMBRE,TIPO,ALCANCE,ESTADO,COD_ORGANO,ORGANO,COD_UD_ORGANICA,UD_ORGANICA,COD_PROCESO,PROCESO,DOC_APROBACION,NRO_DOC_APROBACION,FECHA_APROBACION,STD_APROBACION,DOC_DEROGACION,NRO_DOC_DEROGACION,FECHA_DEROGACION,STD_DEROGACION,LINK,EDITABLE
0327,or003,Entrega de documentos a trámite documentario para atención de courier,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.1.3,Despacho,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.1.3.FO1_or3.pdf,S3.1.3.FO1_or3.pdf
0328,or001,Despacho de Documentos Físicos y/o Digitales,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.1.3,Despacho,Acta,Acta N° 047/EOP/2021,25/10/21,300951,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.1.3.PR1_or1.pdf,S3.1.3.PR1_or1.pdf
0329,or003,Autenticación y/o certificación de documentos,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.1.4,Autenticación y certificación de documentos,Acta,Acta N° 003/EOP/2022,27/01/22,301141,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.1.4.PR1_or3.pdf,S3.1.4.PR1_or3.pdf
0330,or000,Reglamento interno de Fedatarios,Reglamento Interno,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.1.4,Autenticación y certificación de documentos,Otro,-,31/08/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.1.4.RI1_or0.pdf,S3.1.4.RI1_or0.pdf
0331,or002,Tabla general de reteción de documentos,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.FO1_or2.pdf,S3.2.0.FO1_or2.pdf
0332,or001,Inventario de pieza documentales,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.FO2_or1.pdf,S3.2.0.FO2_or1.pdf
0333,or001,Acta de transferencia de documentos,Formato,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.FO3_or1.pdf,S3.2.0.FO3_or1.pdf
0333,or002,Acta de transferencia de documentos,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 001/PMC/2025,19/03/25,304221,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/Acta N° 001-PMC-2025.pdf,Acta N° 001-PMC-2025.pdf
0334,or002,Inventario de Documentos,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.FO4_or2.pdf,S3.2.0.FO4_or2.pdf
0335,or000,Plan de Trabajo Anual Archivístico,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 074/EOP/2020,22/12/20,300398,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.FO5_or0.pdf,S3.2.0.FO5_or0.pdf
0336,or001,Plan de prevención y recuperación del patrimonio documental ante siniestros,Plan Interno,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,RDE,RDE N° 107-2014/DE-FONAFE,09/09/14,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.LI1_or1.pdf,S3.2.0.LI1_or1.pdf
0337,or004,Administración de los archivos de gestión,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 052/EOP/2021,14/12/21,301053,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR1_or4.pdf,S3.2.0.PR1_or4.pdf
0338,or005,"Servicio Archivístico - Solicitud, control y devolución de documentos archivísticos",Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 052/EOP/2021,14/12/21,301053,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR2_or5.pdf,S3.2.0.PR2_or5.pdf
0339,or005,Transferencia de documentos archivísticos,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 052/EOP/2021,14/12/21,301053,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR3_or5.pdf,S3.2.0.PR3_or5.pdf
0340,or005,Organización de documentos archivísticos en archivo central o repositorio central de documentos digitales,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 052/EOP/2021,14/12/21,301053,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR4_or5.pdf,S3.2.0.PR4_or5.pdf
0341,or005,Descripción de documentos archivísticos,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 052/EOP/202,14/12/21,301053,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR5_or5.pdf,S3.2.0.PR5_or5.pdf
0342,or008,Evaluación de la selección documental,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR6_or8.pdf,S3.2.0.PR6_or8.pdf
0343,or005,Conservación de documentos archivísticos,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 052/EOP/2021,14/12/21,301053,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR7_or5.pdf,S3.2.0.PR7_or5.pdf
0344,or005,Eliminación de documentos archivísticos,Procedimiento,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GD ,Área Corporativa de Gestión Documental,S3.2,Gestión del Archivo,Acta,Acta N° 052/EOP/2021,14/12/21,301053,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S3.2.0.PR8_or5.pdf,S3.2.0.PR8_or5.pdf
0345,or002,Cuadro de Asignación de Personal,Formato,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,Otro,-,29/10/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.FO1_or2.pdf,S4.1.1.FO1_or2.pdf
0346,or001,Clasificador de cargos,Herramienta de Gestión,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,Otro,-,02/05/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG1_or1.pdf,S4.1.1.HG1_or1.pdf
0347,or001,Diccionario de Competencias,Herramienta de Gestión,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 022-2019/DE-FONAFE,28/02/19,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG2_or1.pdf,S4.1.1.HG2_or1.pdf
0348,or000,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Derogado,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 062-2015/DE-FONAFE,10/07/15,-,RDE,RDE N° 102-2016/DE-FONAFE,30/12/16,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RDE 062-2015.pdf,RDE 062-2015.pdf
0348,or001,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 102-2016/DE-FONAFE,30/12/16,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or01.pdf,S4.1.1.HG-03_or01.pdf
0348,or002,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 049-2018/DE-FONAFE,12/07/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 049-2018-DE-FONAFE.pdf,RESOLUCION 049-2018-DE-FONAFE.pdf
0348,or003,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 077-2018/DE-FONAFE,07/09/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 077-2018-DE-FONAFE.pdf,RESOLUCION 077-2018-DE-FONAFE.pdf
0348,or004,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE, RDE N° 022-2019/DE-FONAFE,28/02/19,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or04.pdf,S4.1.1.HG-03_or04.pdf
0348,or005,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 033-2019/DE-FONAFE,16/04/19,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or05.pdf,S4.1.1.HG-03_or05.pdf
0348,or006,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 001-2021/DE-FONAFE,12/01/21,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or06.pdf,S4.1.1.HG-03_or06.pdf
0348,or007,Manual de Perfiles de Puestos,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 083-2023/DE-FONAFE,14/11/23,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or07.pdf,S4.1.1.HG-03_or07.pdf
0348,or008,Manual de Perfiles de Puestos (MPP),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 005-2024/DE-FONAFE,29/01/24,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or08.pdf,S4.1.1.HG-03_or08.pdf
0348,or009,Manual de Perfiles de Puestos (MPP),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 009-2024/DE-FONAFE,15/02/24,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or09.pdf,S4.1.1.HG-03_or09.pdf
0348,or010,Manual de Perfiles de Puestos (MPP),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 043-2024/DE-FONAFE,29/05/24,303431,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG-03_or10.pdf,S4.1.1.HG-03_or10.pdf
0348,or011,Manual de Perfiles de Puestos (MPP),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 084-2024/DE-FONAFE,05/12/24,308227,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/MPP Dic 2024.pdf,MPP Dic 2024.pdf
0348,or012,Manual de Perfiles de Puestos (MPP),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 021-2025/DE-FONAFE,27/02/25,308401,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/0348_or012.pdf,0348_or012.pdf
0348,or013,Manual de Perfiles de Puestos (MPP),Herramienta de Gestión,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 028-2025/DE-FONAFE,28/03/25,308947,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/MPP 1.pdf,MPP 1.pdf
0349,or000,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 038-2004/DE-FONAFE,07/05/04,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION  038-2004-DE-FONAFE.pdf,RESOLUCION  038-2004-DE-FONAFE.pdf
0349,or001,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 055-2005/DE-FONAFE,09/05/05,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION  055-2005-DE-FONAFE.pdf,RESOLUCION  055-2005-DE-FONAFE.pdf
0349,or002,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 093-2005/DE-FONAFE,18/08/05,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 093-2005-DE-FONAFE.pdf,RESOLUCION 093-2005-DE-FONAFE.pdf
0349,or003,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 207-2006/DE-FONAFE,13/10/06,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 207-2006-DE-FONAFE.pdf,RESOLUCION 207-2006-DE-FONAFE.pdf
0349,or004,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 008-2007/DE-FONAFE,24/01/07,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RDE 008-2007-DE-FONAFE.pdf,RDE 008-2007-DE-FONAFE.pdf
0349,or005,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 036-2011/DE-FONAFE,12/07/11,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RDE 036-2011-DE-FONAFE.pdf,RDE 036-2011-DE-FONAFE.pdf
0349,or006,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 098-2012/DE-FONAFE,05/12/12,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 098-2012-DE-FONAFE.pdf,RESOLUCION 098-2012-DE-FONAFE.pdf
0349,or007,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 046-2014/DE-FONAFE,29/04/14,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 046-2014-DE-FONAFE.pdf,RESOLUCION 046-2014-DE-FONAFE.pdf
0349,or008,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 052-2014/DE-FONAFE,12/05/14,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 052-2014-DE-FONAFE.pdf,RESOLUCION 052-2014-DE-FONAFE.pdf
0349,or009,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 079-2014/DE-FONAFE,08/07/14,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 079-2014-DE-FONAFE.pdf,RESOLUCION 079-2014-DE-FONAFE.pdf
0349,or010,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 097-2014/DE-FONAFE,28/08/14,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 097-2014-DE-FONAFE..pdf,RESOLUCION 097-2014-DE-FONAFE..pdf
0349,or011,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 133-2014/DE-FONAFE,19/11/14,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 133-2014-DE-FONAFE.pdf,RESOLUCION 133-2014-DE-FONAFE.pdf
0349,or012,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 062-2015/DE-FONAFE,10/07/15,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RDE 062-2015-DE-FONAFE.pdf,RDE 062-2015-DE-FONAFE.pdf
0349,or013,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 102-2016/DE-FONAFE,30/12/16,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 102-2016-DE-FONAFE (1).pdf,RESOLUCION 102-2016-DE-FONAFE (1).pdf
0349,or014,Manual de Organización y Funciones,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE Nº 069-2017/DE-FONAFE,06/10/17,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 069-2017-DE-FONAFE (1).pdf,RESOLUCION 069-2017-DE-FONAFE (1).pdf
0349,or015,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 049-2018/DE-FONAFE,12/07/18,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 049-2018-DE-FONAFE (2).pdf,RESOLUCION 049-2018-DE-FONAFE (2).pdf
0349,or016,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 033-2019/DE-FONAFE,16/04/19,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RESOLUCION 033-2019 (1).pdf,RESOLUCION 033-2019 (1).pdf
0349,or017,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 001-2021/DE-FONAFE,08/01/21,-,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/RDE 001-2021-DE-FONAFE.pdf,RDE 001-2021-DE-FONAFE.pdf
0349,or018,Manual de Organización y Funciones,Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 083-2023/DE-FONAFE,14/11/23,306032,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/S4.1.1.HG4_or17.pdf,S4.1.1.HG4_or17.pdf
0349,or019,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 084-2024/DE-FONAFE,05/12/24,308227,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/MOF Dic 2024.pdf,MOF Dic 2024.pdf
0349,or020,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 021-2025/DE-FONAFE,27/02/25,308401,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/0349_or020.pdf,0349_or020.pdf
0349,or021,Manual de Organización y Funciones (MOF),Herramienta de Gestión,Interno,Obsoleto,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 028-2025/DE-FONAFE,28/03/25,308947,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/MOF.pdf,MOF.pdf
0349,or022,Manual de Organización y Funciones (MOF) - (Fe de Erratas RDE N° 031-2025/DE-FONAFE),Herramienta de Gestión,Interno,Vigente,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,RDE,RDE N° 028-2025/DE-FONAFE,28/03/25,304266,-,-,-,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/MOF_Mar 2025_Fe Erratas.pdf,MOF_Mar 2025_Fe Erratas.pdf
0350,or000,Reglamento de Organización y Funciones,Herramienta de Gestión,Interno,Derogado,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,AD,AD N° 009-2001/002-FONAFE ,15/01/01,-,AD,AD N° 002-2001/014-FONAFE,28/09/01,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/AD 009-2001.pdf,AD 009-2001.pdf
0350,or001,Reglamento de Organización y Funciones,Herramienta de Gestión,Interno,Derogado,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,AD,AD N° 002-2001/014-FONAFE,28/09/01,-,AD,AD N° 003-2003/025-FONAFE ,12/12/03,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/AD 002-2001.pdf,AD 002-2001.pdf
0350,or002,Reglamento de Organización y Funciones,Herramienta de Gestión,Interno,Derogado,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,AD,AD N° 003-2003/025-FONAFE,12/12/03,-,AD,AD N° 007-2006/013-FONAFE,02/05/06,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/AD 003-2003.pdf,AD 003-2003.pdf
0350,or003,Reglamento de Organización y Funciones,Herramienta de Gestión,Interno,Derogado,GAF,Gerencia Corporativa de Administración y Finanzas,GHC,Área Corporativa de Gestión Humana,S4.1.1,Documentos de gestión de Recursos Humanos,AD,AD N° 007-2006/013-FONAFE,02/05/06,-,RDE,RDE N° 028-2011/DE-FONAFE ,13/06/11,-,https://fonafegob.sharepoint.com/sites/fonafesig/RNG/AD 007-2006.pdf,AD 007-2006.pdf
